CustomerKey,Age,Gender,EnglishEducation,EnglishOccupation,HouseOwner,MaritalStatus,NumberCarsOwned,NumberChildrenAtHome,Region,StateProvinceName,City,PostalCode,TotalChildren,YearlyIncome,BikeBuyer,IncomeCategory,ManagerialSegment
14461,48,Woman,Partial College,Professional,Owner,Married,4,2,North America,Washington,Spokane,99202,1,100000,Yes,High,Win-back
14462,48,Woman,Bachelors,Management,Owner,Married,2,3,North America,California,Beverly Hills,90210,1,110000,No,High,Warm
14463,42,Woman,Partial College,Professional,Owner,Married,4,3,North America,California,Coronado,92118,1,120000,No,High,Almost Lost
14464,48,Woman,Bachelors,Management,Owner,Married,4,2,North America,California,San Carlos,94070,1,130000,Yes,High,Win-back
14465,49,Man,High School,Professional,Owner,Married,1,3,North America,Oregon,Lake Oswego,97034,4,90000,No,High,Almost Lost
14466,49,Man,High School,Professional,Owner,Married,1,3,North America,Oregon,Oregon City,97045,4,90000,No,High,Warm
14467,49,Man,High School,Professional,Owner,Married,2,3,North America,Washington,Redmond,98052,4,90000,No,High,Cold
14468,49,Woman,High School,Professional,Owner,Single,2,3,North America,Washington,Tacoma,98403,4,90000,No,High,Almost Lost
14469,49,Woman,Partial College,Professional,Owner,Married,4,2,North America,Washington,Yakima,98901,3,100000,No,High,Almost Lost
14470,44,Man,Bachelors,Management,Owner,Married,3,3,North America,California,Mill Valley,94941,1,130000,Yes,High,Win-back
14471,49,Man,Bachelors,Management,Tenant,Single,3,3,North America,California,San Carlos,94070,1,130000,Yes,High,Win-back
14472,49,Woman,Bachelors,Management,Owner,Married,3,3,North America,California,San Gabriel,91776,3,130000,Yes,High,Win-back
14473,44,Man,Bachelors,Management,Owner,Married,4,2,North America,California,Santa Cruz,95062,1,160000,Yes,High,Win-back
14474,49,Woman,High School,Professional,Tenant,Married,2,0,North America,California,Oakland,94611,2,60000,No,Moderate,Novice
14475,49,Woman,High School,Professional,Tenant,Married,2,0,North America,Washington,Seattle,98104,2,60000,No,Moderate,Almost Lost
14476,55,Man,High School,Professional,Tenant,Married,2,0,North America,Washington,Burien,98168,2,60000,No,Moderate,Warm
14477,55,Woman,High School,Professional,Owner,Single,0,3,North America,California,Santa Cruz,95062,4,70000,Yes,Unknown,Win-back
14478,50,Woman,Partial High School,Skilled Manual,Owner,Single,2,0,North America,British Columbia,Langford,V9,2,80000,Yes,High,Warm High Value
14479,74,Woman,Graduate Degree,Management,Tenant,Single,4,0,North America,California,Woodland Hills,91364,1,170000,No,High,Novice
14480,45,Man,Partial College,Professional,Owner,Married,3,4,North America,British Columbia,Vancouver,V7L 4J4,5,80000,No,High,Active
14481,50,Woman,High School,Professional,Owner,Single,3,3,North America,Washington,Bremerton,98312,4,90000,Yes,High,Win-back
14482,50,Man,High School,Professional,Owner,Married,3,3,North America,Oregon,Corvallis,97330,4,90000,No,High,Novice
14483,50,Woman,High School,Professional,Owner,Married,3,3,North America,Oregon,Lake Oswego,97034,4,90000,No,High,Cold
14484,44,Woman,Bachelors,Management,Tenant,Married,3,3,North America,California,National City,91950,4,130000,Yes,High,Win-back
14485,50,Woman,Partial College,Professional,Owner,Married,2,3,North America,California,Redwood City,94063,1,160000,Yes,High,Win-back
14486,50,Man,Graduate Degree,Management,Owner,Married,2,1,North America,California,Santa Cruz,95062,1,170000,Yes,High,Win-back
14487,56,Man,Partial High School,Skilled Manual,Owner,Married,2,0,North America,California,San Carlos,94070,2,60000,No,Moderate,Cold
14488,56,Man,High School,Professional,Owner,Married,1,1,North America,California,Berkeley,94704,3,70000,No,Unknown,Warm
14489,51,Man,Graduate Degree,Management,Owner,Married,2,0,North America,California,Glendale,91203,3,70000,No,Unknown,Warm
14490,51,Man,Graduate Degree,Management,Owner,Married,2,0,North America,California,Coronado,92118,3,70000,No,Unknown,Novice
14491,57,Man,Graduate Degree,Management,Owner,Single,2,0,North America,California,San Diego,92102,3,70000,No,Unknown,Almost Lost
14492,57,Man,Graduate Degree,Management,Owner,Married,2,0,North America,Washington,Renton,98055,3,70000,No,Unknown,Almost Lost
14493,57,Woman,Graduate Degree,Management,Tenant,Single,2,0,North America,California,Torrance,90505,3,70000,No,Unknown,Novice
14494,52,Man,Graduate Degree,Management,Owner,Married,2,0,North America,Oregon,Salem,97301,3,60000,Yes,Moderate,Win-back
14495,58,Man,Partial College,Professional,Tenant,Married,2,0,North America,California,Grossmont,91941,3,40000,Yes,Moderate,Cold
14496,58,Woman,Partial College,Professional,Tenant,Married,2,0,North America,British Columbia,Langford,V9,3,40000,Yes,Moderate,Cold
14497,52,Woman,Partial College,Professional,Tenant,Married,2,0,North America,British Columbia,Langley,V3A 4R2,3,40000,Yes,Moderate,Cold
14498,73,Woman,Graduate Degree,Management,Owner,Married,2,0,North America,California,Chula Vista,91910,4,70000,Yes,Unknown,Win-back
14499,73,Man,Graduate Degree,Management,Owner,Married,3,3,North America,California,Downey,90241,2,100000,No,High,Warm
14500,73,Woman,Bachelors,Management,Tenant,Single,4,3,North America,California,Torrance,90505,2,130000,No,High,Novice
14501,72,Man,Graduate Degree,Management,Owner,Married,2,0,North America,California,Beverly Hills,90210,4,80000,Yes,High,Win-back
14502,72,Woman,Bachelors,Management,Owner,Married,2,0,North America,British Columbia,Metchosin,V9,5,90000,No,High,Warm High Value
14503,72,Woman,Bachelors,Management,Owner,Married,2,0,North America,Washington,Walla Walla,99362,5,90000,No,High,Cold
14504,72,Woman,Graduate Degree,Management,Owner,Married,0,4,North America,British Columbia,Victoria,V8V,2,110000,No,High,Active
14505,72,Man,Bachelors,Management,Owner,Married,4,3,North America,California,Beverly Hills,90210,2,130000,No,High,Almost Lost
14506,70,Woman,Bachelors,Management,Tenant,Married,2,0,North America,Oregon,Beaverton,97005,5,90000,No,High,Novice
14507,70,Man,Graduate Degree,Management,Owner,Married,3,3,North America,California,Woodland Hills,91364,2,100000,No,High,Almost Lost
14508,70,Woman,Graduate Degree,Management,Owner,Married,3,3,North America,California,Newport Beach,92625,2,100000,No,High,Cold
14509,42,Woman,Partial College,Skilled Manual,Tenant,Single,3,4,North America,Oregon,Beaverton,97005,4,90000,No,High,Warm
14510,42,Man,Bachelors,Management,Owner,Single,2,0,North America,Washington,Everett,98201,2,100000,Yes,High,Win-back
14511,41,Woman,Bachelors,Management,Owner,Married,2,0,North America,Washington,Issaquah,98027,2,100000,No,High,Almost Lost
14512,36,Man,Bachelors,Management,Owner,Married,3,0,North America,Washington,Puyallup,98371,3,100000,No,High,Almost Lost
14513,41,Woman,Graduate Degree,Management,Owner,Married,3,0,North America,California,Burlingame,94010,1,130000,No,High,Warm
14514,31,Woman,Partial College,Skilled Manual,Owner,Single,1,0,North America,California,Berkeley,94704,0,30000,No,Low,Novice
14515,31,Woman,Partial College,Skilled Manual,Owner,Single,1,0,North America,California,Lemon Grove,91945,0,30000,No,Low,Warm
14516,65,Man,High School,Skilled Manual,Owner,Single,3,0,Pacific,New South Wales,Malabar,2036,5,10000,No,Low,Win-back
14517,55,Woman,High School,Skilled Manual,Tenant,Married,2,0,Pacific,New South Wales,North Sydney,2055,3,20000,No,Low,Warm High Value
14518,63,Woman,High School,Skilled Manual,Owner,Married,2,1,Pacific,Queensland,Caloundra,4551,2,10000,No,Low,Warm
14519,32,Woman,Partial College,Skilled Manual,Owner,Single,1,0,North America,Oregon,Beaverton,97005,0,40000,No,Moderate,Almost Lost
14520,31,Woman,Partial College,Skilled Manual,Tenant,Single,1,0,North America,Washington,Bremerton,98312,0,40000,Yes,Moderate,Win-back
14521,63,Man,High School,Skilled Manual,Tenant,Married,2,0,Pacific,Queensland,Hawthorne,4171,4,20000,No,Low,Active
14522,63,Man,High School,Skilled Manual,Owner,Married,2,0,Pacific,Victoria,Melton,3337,4,20000,No,Low,Warm High Value
14523,62,Woman,Partial College,Clerical,Tenant,Married,2,0,Pacific,New South Wales,Springwood,2777,2,30000,Yes,Low,Win-back
14524,32,Woman,Graduate Degree,Manual,Owner,Married,0,0,Europe,Essonne,Morangis,91420,0,10000,Yes,Low,Warm High Value
14525,33,Woman,Graduate Degree,Manual,Owner,Married,0,0,Europe,England,Gateshead,GA10,0,10000,Yes,Low,Warm High Value
14526,48,Woman,Graduate Degree,Manual,Owner,Married,0,0,Europe,Hessen,Darmstadt,64283,1,10000,No,Low,Cold
14527,48,Man,Graduate Degree,Manual,Owner,Married,0,0,Europe,Hessen,Kassel,34117,1,10000,No,Low,Novice
14528,42,Man,Graduate Degree,Manual,Owner,Married,0,0,Europe,Hamburg,Mühlheim,63151,1,10000,No,Low,Cold
14529,48,Woman,Graduate Degree,Clerical,Owner,Single,0,0,Europe,England,W. York,BD1 4SJ,1,20000,No,Low,Active
14530,48,Man,Graduate Degree,Clerical,Owner,Married,0,0,Europe,England,Warrington,WA1,1,20000,No,Low,Warm High Value
14531,48,Woman,Graduate Degree,Clerical,Owner,Married,0,0,Europe,England,Warrington,WA1,1,20000,No,Low,Win-back
14532,37,Woman,Graduate Degree,Clerical,Owner,Married,0,0,Europe,Hauts de Seine,Courbevoie,92400,1,20000,No,Low,Almost Lost
14533,32,Man,Bachelors,Manual,Owner,Single,0,0,Europe,England,Berks,SL4 1RH,1,10000,No,Low,Active
14534,49,Woman,Bachelors,Manual,Owner,Single,0,0,Europe,Yveline,Chatou,78400,1,10000,No,Low,Novice
14535,44,Man,Graduate Degree,Clerical,Owner,Single,0,0,Europe,England,High Wycombe,HP10 9QY,1,20000,No,Low,Almost Lost
14536,49,Woman,Graduate Degree,Clerical,Owner,Single,0,0,Europe,Garonne (Haute),Colomiers,31770,1,20000,No,Low,Cold
14537,75,Man,Graduate Degree,Clerical,Owner,Married,0,0,Europe,Nordrhein-Westfalen,Berlin,14197,1,20000,No,Low,Cold
14538,48,Woman,Graduate Degree,Clerical,Owner,Single,0,0,Europe,Nord,Lille,59000,4,30000,Yes,Low,Warm High Value
14539,47,Woman,Graduate Degree,Clerical,Owner,Single,0,0,Europe,Seine (Paris),Paris,75008,4,30000,Yes,Low,Warm High Value
14540,52,Man,Bachelors,Manual,Owner,Married,0,0,Europe,England,London,W1Y 3RA,1,10000,No,Low,Warm High Value
14541,52,Man,Graduate Degree,Clerical,Owner,Single,0,0,Europe,Saarland,Neunkirchen,66578,1,20000,Yes,Low,Warm High Value
14542,37,Man,Bachelors,Clerical,Owner,Married,0,0,Europe,England,Newcastle upon Tyne,NT20,1,10000,No,Low,Warm High Value
14543,53,Woman,Partial College,Manual,Owner,Married,0,0,Europe,Hessen,München,80074,1,10000,No,Low,Cold
14544,53,Man,Partial College,Manual,Owner,Single,0,0,Europe,Nord,Roubaix,59100,1,10000,No,Low,Almost Lost
14545,43,Woman,Partial College,Manual,Owner,Married,0,0,Europe,England,Bury,PE17,2,10000,No,Low,Active
14546,54,Woman,Partial College,Manual,Owner,Married,0,0,Europe,England,Oxford,OX1,2,10000,No,Low,Active
14547,55,Man,Partial College,Manual,Owner,Married,0,0,Europe,England,Runcorn,TY31,2,10000,No,Low,Active
14548,55,Woman,Partial College,Manual,Owner,Married,0,0,Europe,Nord,Dunkerque,59140,2,10000,No,Low,Novice
14549,54,Man,Partial College,Manual,Owner,Married,1,0,Europe,Hessen,Berlin,14129,2,10000,No,Low,Cold
14550,62,Woman,Bachelors,Clerical,Owner,Married,1,0,Europe,Garonne (Haute),Colomiers,31770,2,10000,No,Low,Warm
14551,73,Woman,Bachelors,Clerical,Owner,Married,0,0,Europe,Saarland,Kiel,24044,1,20000,No,Low,Novice
14552,71,Woman,Bachelors,Clerical,Owner,Married,0,0,Europe,England,Berks,SL4 1RH,1,20000,No,Low,Active
14553,70,Woman,Bachelors,Clerical,Owner,Married,0,0,Europe,England,Reading,RG7 5H7,1,20000,No,Low,Win-back
14554,64,Man,Bachelors,Clerical,Owner,Married,0,0,Europe,England,Stoke-on-Trent,AS23,1,20000,No,Low,Warm High Value
14555,68,Woman,Partial College,Manual,Owner,Single,1,0,Europe,Nord,Croix,59170,2,10000,Yes,Low,Warm High Value
14556,67,Man,Partial College,Manual,Owner,Married,1,0,Europe,Seine Saint Denis,Drancy,93700,3,10000,No,Low,Warm
14557,30,Man,Partial College,Manual,Owner,Married,1,0,Pacific,Tasmania,Hobart,7001,0,10000,No,Low,Active
14558,34,Woman,Bachelors,Skilled Manual,Owner,Married,0,1,North America,Washington,Yakima,98901,1,50000,Yes,Moderate,Cold
14559,40,Woman,Bachelors,Skilled Manual,Owner,Married,0,1,North America,California,Long Beach,90802,1,50000,Yes,Moderate,Win-back
14560,40,Man,Bachelors,Skilled Manual,Owner,Married,1,1,North America,California,Bellflower,90706,1,50000,Yes,Moderate,Win-back
14561,34,Man,Bachelors,Skilled Manual,Owner,Married,1,1,North America,British Columbia,Shawnee,V9B 2C3,1,50000,No,Moderate,Active
14562,40,Man,Bachelors,Skilled Manual,Owner,Married,1,1,North America,California,Concord,94519,1,50000,No,Moderate,Almost Lost
14563,41,Man,Bachelors,Skilled Manual,Owner,Married,1,1,North America,Washington,Olympia,98501,1,50000,No,Moderate,Cold
14564,36,Woman,Bachelors,Skilled Manual,Owner,Married,1,1,North America,California,San Diego,92102,1,50000,No,Moderate,Active
14565,41,Woman,Bachelors,Skilled Manual,Owner,Single,0,2,North America,California,National City,91950,2,50000,Yes,Moderate,Win-back
14566,39,Woman,Graduate Degree,Professional,Owner,Married,0,0,North America,British Columbia,Haney,V2W 1W2,1,60000,No,Moderate,Warm High Value
14567,33,Man,Graduate Degree,Professional,Owner,Married,0,0,North America,British Columbia,Shawnee,V9B 2C3,1,60000,No,Moderate,Active
14568,34,Woman,Graduate Degree,Professional,Owner,Single,0,0,North America,Oregon,Beaverton,97005,1,60000,No,Moderate,Almost Lost
14569,33,Man,Graduate Degree,Professional,Owner,Married,0,0,North America,Washington,Bellingham,98225,1,60000,No,Moderate,Warm
14570,39,Woman,Graduate Degree,Professional,Owner,Married,0,0,North America,Washington,Yakima,98901,1,60000,No,Moderate,Cold
14571,34,Woman,Graduate Degree,Professional,Owner,Married,0,0,North America,California,Bellflower,90706,1,60000,No,Moderate,Warm
14572,39,Woman,Graduate Degree,Professional,Owner,Married,0,0,North America,California,Lincoln Acres,91950,3,70000,Yes,Unknown,Win-back
14573,36,Woman,Graduate Degree,Professional,Owner,Married,0,0,North America,Oregon,W. Linn,97068,1,60000,No,Moderate,Warm
14574,41,Woman,Graduate Degree,Professional,Owner,Single,0,0,North America,British Columbia,Sooke,V0,1,60000,No,Moderate,Active
14575,36,Woman,Graduate Degree,Professional,Owner,Married,0,0,North America,Washington,Redmond,98052,1,60000,No,Moderate,Novice
14576,36,Woman,Bachelors,Skilled Manual,Tenant,Single,0,2,North America,Washington,Renton,98055,2,60000,Yes,Moderate,Win-back
14577,42,Woman,Bachelors,Skilled Manual,Owner,Single,0,2,North America,Oregon,Corvallis,97330,2,60000,Yes,Moderate,Win-back
14578,37,Man,Bachelors,Skilled Manual,Owner,Married,0,2,North America,British Columbia,Cliffside,V8Y 1L1,2,60000,Yes,Moderate,Cold
14579,42,Man,Bachelors,Skilled Manual,Owner,Single,1,2,North America,Oregon,Lake Oswego,97034,2,60000,No,Moderate,Almost Lost
14580,38,Man,Bachelors,Professional,Tenant,Single,1,0,North America,California,Novato,94947,0,40000,Yes,Moderate,Win-back
14581,37,Man,Bachelors,Professional,Tenant,Single,1,0,North America,Oregon,Portland,97205,0,40000,Yes,Moderate,Cold
14582,35,Man,Graduate Degree,Professional,Owner,Married,0,0,North America,British Columbia,Victoria,V8V,1,60000,No,Moderate,Warm High Value
14583,40,Woman,Graduate Degree,Professional,Owner,Married,0,0,North America,Oregon,Lake Oswego,97034,2,60000,No,Moderate,Novice
14584,40,Woman,Graduate Degree,Professional,Owner,Single,0,0,North America,California,West Covina,91791,2,80000,Yes,High,Win-back
14585,35,Woman,Graduate Degree,Professional,Owner,Married,0,0,North America,California,Woodland Hills,91364,2,80000,Yes,High,Win-back
14586,43,Woman,Bachelors,Skilled Manual,Owner,Single,1,2,North America,British Columbia,Newton,V2M1S6,2,70000,No,Unknown,Active
14587,43,Woman,Bachelors,Skilled Manual,Owner,Single,1,2,North America,Oregon,Lebanon,97355,2,50000,No,Moderate,Cold
14588,43,Man,Bachelors,Skilled Manual,Owner,Single,1,2,North America,Washington,Renton,98055,2,50000,No,Moderate,Warm
14589,39,Woman,Bachelors,Skilled Manual,Tenant,Single,0,3,North America,California,Redwood City,94063,3,60000,Yes,Moderate,Cold
14590,39,Woman,Bachelors,Skilled Manual,Owner,Single,1,3,North America,California,Concord,94519,3,60000,Yes,Moderate,Win-back
14591,44,Man,Graduate Degree,Professional,Owner,Single,0,0,North America,California,Lemon Grove,91945,0,60000,Yes,Moderate,Win-back
14592,44,Woman,Graduate Degree,Professional,Owner,Married,0,0,North America,Washington,Walla Walla,99362,0,60000,No,Moderate,Cold
14593,44,Man,Graduate Degree,Professional,Owner,Married,0,0,North America,California,West Covina,91791,0,60000,No,Moderate,Cold
14594,44,Woman,Graduate Degree,Professional,Owner,Married,0,0,North America,California,West Covina,91791,0,60000,No,Moderate,Almost Lost
14595,39,Woman,Graduate Degree,Professional,Owner,Married,0,0,North America,California,Glendale,91203,0,60000,No,Moderate,Warm
14596,44,Woman,Graduate Degree,Professional,Owner,Married,0,0,North America,California,Grossmont,91941,4,70000,Yes,Unknown,Win-back
14597,44,Man,Graduate Degree,Professional,Owner,Married,0,0,North America,British Columbia,Langford,V9,4,70000,Yes,Unknown,Warm High Value
14598,41,Woman,Graduate Degree,Professional,Owner,Married,0,0,North America,British Columbia,Vancouver,V7L 4J4,5,70000,Yes,Unknown,Warm High Value
14599,41,Man,Graduate Degree,Professional,Owner,Married,0,0,North America,Oregon,Lebanon,97355,5,70000,Yes,Unknown,Win-back
14600,35,Woman,Graduate Degree,Professional,Owner,Married,2,5,North America,Washington,Port Orchard,98366,5,70000,No,Unknown,Warm
14601,35,Man,Graduate Degree,Professional,Owner,Married,0,0,North America,California,Concord,94519,2,80000,Yes,High,Win-back
14602,41,Woman,Graduate Degree,Professional,Owner,Married,0,0,North America,California,West Covina,91791,3,80000,Yes,High,Win-back
14603,45,Woman,Bachelors,Skilled Manual,Owner,Single,2,3,North America,California,Redwood City,94063,3,80000,Yes,High,Win-back
14604,45,Man,Bachelors,Skilled Manual,Owner,Married,3,3,North America,British Columbia,Victoria,V8V,3,80000,No,High,Win-back
14605,45,Woman,Bachelors,Skilled Manual,Tenant,Single,1,4,North America,British Columbia,Royal Oak,V8X,4,80000,Yes,High,Warm High Value
14606,45,Woman,Bachelors,Skilled Manual,Tenant,Single,2,4,North America,British Columbia,Victoria,V8V,4,80000,Yes,High,Warm High Value
14607,41,Man,Bachelors,Skilled Manual,Owner,Married,2,4,North America,Oregon,Lake Oswego,97034,4,50000,No,Moderate,Active
14608,46,Man,Bachelors,Skilled Manual,Owner,Married,3,4,North America,Washington,Bremerton,98312,4,50000,No,Moderate,Almost Lost
14609,46,Woman,Bachelors,Skilled Manual,Owner,Single,2,5,North America,California,National City,91950,5,50000,No,Moderate,Cold
14610,46,Woman,Bachelors,Skilled Manual,Owner,Single,3,5,North America,Washington,Everett,98201,5,50000,Yes,Moderate,Win-back
14611,46,Woman,Bachelors,Skilled Manual,Owner,Single,2,2,North America,British Columbia,Vancouver,V7L 4J4,4,50000,No,Moderate,Warm High Value
14612,41,Man,Bachelors,Professional,Owner,Married,2,2,North America,California,Beverly Hills,90210,4,60000,No,Moderate,Novice
14613,36,Man,Bachelors,Professional,Owner,Married,2,2,North America,Washington,Bremerton,98312,4,60000,Yes,Moderate,Win-back
14614,37,Man,Bachelors,Professional,Tenant,Single,1,0,North America,California,Colma,94014,0,60000,Yes,Moderate,Win-back
14615,31,Woman,Bachelors,Professional,Tenant,Single,1,0,North America,California,Concord,94519,0,60000,No,Moderate,Warm
14616,42,Woman,Bachelors,Professional,Owner,Single,1,0,North America,California,Concord,94519,0,60000,Yes,Moderate,Win-back
14617,47,Man,Bachelors,Professional,Tenant,Single,1,0,North America,Washington,Edmonds,98020,0,60000,Yes,Moderate,Win-back
14618,41,Woman,Graduate Degree,Professional,Owner,Married,0,2,North America,Washington,Issaquah,98027,3,60000,No,Moderate,Warm
14619,42,Man,Graduate Degree,Professional,Owner,Married,0,2,North America,Washington,Issaquah,98027,3,60000,No,Moderate,Warm
14620,47,Woman,Graduate Degree,Professional,Owner,Married,0,2,North America,California,Novato,94947,3,60000,No,Moderate,Warm
14621,48,Woman,Bachelors,Professional,Owner,Single,1,0,North America,Oregon,Milwaukie,97222,1,70000,No,Unknown,Novice
14622,48,Man,Partial College,Skilled Manual,Owner,Married,1,0,North America,California,Coronado,92118,1,70000,No,Unknown,Almost Lost
14623,42,Man,Partial College,Skilled Manual,Owner,Married,1,0,North America,California,San Diego,92102,1,70000,No,Unknown,Almost Lost
14624,48,Woman,Partial College,Skilled Manual,Owner,Married,1,0,North America,Washington,Issaquah,98027,1,70000,No,Unknown,Warm
14625,48,Man,Partial College,Skilled Manual,Owner,Married,1,0,North America,Washington,Marysville,98270,1,70000,No,Unknown,Warm
14626,49,Man,High School,Skilled Manual,Owner,Married,3,3,North America,British Columbia,Langford,V9,4,40000,No,Moderate,Active
14627,43,Man,Partial College,Skilled Manual,Owner,Married,1,0,North America,California,San Carlos,94070,1,60000,No,Moderate,Cold
14628,49,Man,Partial College,Skilled Manual,Tenant,Married,1,0,North America,Oregon,Lebanon,97355,1,60000,No,Moderate,Warm
14629,49,Man,Partial College,Skilled Manual,Owner,Married,1,0,North America,Washington,Burien,98168,1,60000,No,Moderate,Almost Lost
14630,49,Man,Partial College,Skilled Manual,Owner,Married,1,0,North America,California,Imperial Beach,91932,1,60000,No,Moderate,Novice
14631,49,Man,Partial College,Skilled Manual,Owner,Married,1,0,North America,British Columbia,Victoria,V8V,1,60000,Yes,Moderate,Cold
14632,44,Man,Partial College,Skilled Manual,Owner,Married,1,0,North America,British Columbia,Westminster,V3L 1E7,1,60000,No,Moderate,Active
14633,49,Man,Partial College,Skilled Manual,Owner,Married,1,0,North America,British Columbia,Langley,V3A 4R2,1,60000,No,Moderate,Warm High Value
14634,48,Woman,Partial College,Skilled Manual,Owner,Married,1,0,North America,Oregon,W. Linn,97068,1,60000,Yes,Moderate,Win-back
14635,50,Man,High School,Skilled Manual,Owner,Married,2,2,North America,Oregon,Woodburn,97071,4,40000,No,Moderate,Warm
14636,50,Woman,High School,Skilled Manual,Owner,Married,2,2,North America,Oregon,Lake Oswego,97034,4,40000,Yes,Moderate,Win-back
14637,39,Man,High School,Skilled Manual,Tenant,Married,3,2,North America,Washington,Ballard,98107,4,40000,No,Moderate,Warm
14638,44,Man,Bachelors,Professional,Tenant,Single,1,0,North America,Oregon,Beaverton,97005,0,40000,No,Moderate,Novice
14639,50,Man,Partial College,Skilled Manual,Owner,Married,1,0,North America,California,Downey,90241,1,60000,Yes,Moderate,Win-back
14640,43,Woman,Partial College,Skilled Manual,Owner,Single,1,0,North America,British Columbia,Langford,V9,0,50000,Yes,Moderate,Cold
14641,37,Man,Partial College,Skilled Manual,Tenant,Married,1,0,North America,British Columbia,Westminster,V3L 1H4,0,50000,No,Moderate,Warm High Value
14642,43,Man,Partial College,Skilled Manual,Tenant,Single,1,0,North America,Oregon,Beaverton,97005,0,50000,No,Moderate,Cold
14643,43,Man,Partial College,Skilled Manual,Owner,Single,1,0,North America,Washington,Everett,98201,0,50000,Yes,Moderate,Warm High Value
14644,42,Woman,Partial College,Skilled Manual,Tenant,Single,1,0,North America,Oregon,Lebanon,97355,0,50000,No,Moderate,Almost Lost
14645,43,Man,Graduate Degree,Professional,Tenant,Single,1,0,North America,California,Grossmont,91941,0,60000,Yes,Moderate,Win-back
14646,38,Man,Graduate Degree,Professional,Tenant,Single,1,0,North America,California,Mill Valley,94941,0,60000,Yes,Moderate,Cold
14647,43,Man,Graduate Degree,Professional,Tenant,Married,1,0,North America,California,Novato,94947,0,60000,Yes,Moderate,Warm
14648,82,Man,Graduate Degree,Professional,Owner,Single,0,0,North America,California,National City,91950,5,90000,Yes,High,Win-back
14649,38,Woman,Partial College,Skilled Manual,Owner,Married,1,0,North America,California,Torrance,90505,1,60000,Yes,Moderate,Cold
14650,50,Man,Partial College,Skilled Manual,Owner,Married,1,0,North America,Washington,Walla Walla,99362,1,60000,Yes,Moderate,Warm
14651,50,Woman,Partial College,Skilled Manual,Owner,Married,1,0,North America,Oregon,W. Linn,97068,1,60000,Yes,Moderate,Warm High Value
14652,49,Man,Partial College,Skilled Manual,Owner,Married,1,0,North America,California,Beverly Hills,90210,1,60000,Yes,Moderate,Warm
14653,51,Man,Partial College,Skilled Manual,Owner,Married,1,0,North America,California,Concord,94519,1,60000,Yes,Moderate,Warm High Value
14654,51,Man,Bachelors,Professional,Owner,Married,0,3,North America,Washington,Marysville,98270,4,60000,No,Moderate,Almost Lost
14655,46,Woman,Graduate Degree,Professional,Owner,Married,3,5,North America,British Columbia,Westminster,V3L 1H4,5,70000,No,Unknown,Win-back
14656,51,Man,Graduate Degree,Professional,Owner,Married,0,0,North America,Washington,Bellingham,98225,1,80000,Yes,High,Win-back
14657,52,Man,Partial College,Skilled Manual,Tenant,Married,1,0,North America,Washington,Puyallup,98371,1,80000,Yes,High,Win-back
14658,46,Woman,Bachelors,Professional,Owner,Married,1,0,North America,British Columbia,Victoria,V8V,1,60000,No,Moderate,Active
14659,52,Man,Bachelors,Professional,Owner,Married,1,0,North America,California,Oakland,94611,1,60000,No,Moderate,Cold
14660,47,Woman,Bachelors,Professional,Owner,Married,1,0,North America,Oregon,Portland,97205,1,60000,Yes,Moderate,Warm High Value
14661,52,Woman,Bachelors,Professional,Owner,Married,1,0,North America,British Columbia,Newton,V2M1N7,1,60000,No,Moderate,Warm High Value
14662,52,Man,Bachelors,Professional,Owner,Married,1,0,North America,California,Downey,90241,1,60000,Yes,Moderate,Warm High Value
14663,52,Man,Bachelors,Professional,Owner,Married,2,4,North America,California,Colma,94014,5,70000,No,Unknown,Novice
14664,52,Woman,Graduate Degree,Management,Owner,Single,0,4,North America,California,San Carlos,94070,5,80000,Yes,High,Win-back
14665,41,Man,Graduate Degree,Management,Owner,Married,1,4,Pacific,Victoria,Warrnambool,3280,4,80000,No,High,Win-back
14666,36,Man,Graduate Degree,Management,Tenant,Married,0,0,Pacific,New South Wales,North Ryde,2113,1,90000,Yes,High,Warm High Value
14667,40,Woman,Graduate Degree,Management,Owner,Married,1,4,Pacific,Victoria,Melbourne,3000,4,80000,Yes,High,Warm High Value
14668,40,Man,Graduate Degree,Management,Owner,Married,1,4,Pacific,New South Wales,Sydney,1002,4,80000,Yes,High,Warm High Value
14669,40,Woman,Graduate Degree,Management,Owner,Married,1,4,Pacific,New South Wales,Malabar,2036,4,80000,No,High,Active
14670,42,Woman,Bachelors,Professional,Owner,Single,1,2,Pacific,New South Wales,Lane Cove,1597,2,60000,Yes,Moderate,Win-back
14671,37,Woman,Bachelors,Professional,Owner,Married,1,2,Pacific,New South Wales,Lavender Bay,2060,2,60000,Yes,Moderate,Win-back
14672,41,Man,Graduate Degree,Management,Owner,Single,0,0,Pacific,Queensland,Caloundra,4551,1,110000,Yes,High,Best
14673,41,Man,Graduate Degree,Management,Owner,Married,1,0,Pacific,Queensland,East Brisbane,4169,1,110000,Yes,High,Best
14674,43,Woman,Bachelors,Professional,Owner,Married,4,5,Pacific,Victoria,Sunbury,3429,5,70000,No,Unknown,Active
14675,43,Woman,Bachelors,Professional,Tenant,Married,4,5,Pacific,Queensland,Hervey Bay,4655,5,70000,No,Unknown,Active
14676,43,Man,Bachelors,Professional,Owner,Single,4,5,Pacific,New South Wales,Goulburn,2580,5,70000,Yes,Unknown,Best
