CustomerKey,EnglishEducation,Gender,HouseOwner,MaritalStatus,NumberCarsOwned,NumberChildrenAtHome,Region,YearlyIncome,Income category,ManagerialSegment
18716,Bachelors,Man,Tenant,Married,1,0,Pacific,70000,Unknown,Win-back
11009,Bachelors,Man,Tenant,Single,1,0,Pacific,70000,Unknown,Win-back
20256,Bachelors,Man,Tenant,Single,1,0,Pacific,70000,Unknown,Win-back
19607,Bachelors,Man,Owner,Single,1,0,Pacific,70000,Unknown,Win-back
11006,Bachelors,Woman,Owner,Single,1,0,Pacific,70000,Unknown,Win-back
17300,Bachelors,Man,Tenant,Single,1,0,Pacific,70000,Unknown,Win-back
22950,Bachelors,Woman,Tenant,Single,1,0,Pacific,70000,Unknown,Win-back
19594,Bachelors,Woman,Tenant,Single,1,0,Pacific,70000,Unknown,Win-back
17071,Bachelors,Woman,Owner,Single,1,0,Pacific,70000,Unknown,Win-back
25229,Bachelors,Woman,Owner,Single,1,0,Pacific,70000,Unknown,Win-back
20253,Bachelors,Woman,Tenant,Single,1,0,Pacific,70000,Unknown,Win-back
18718,Bachelors,Woman,Tenant,Single,1,0,Pacific,70000,Unknown,Win-back
22951,Bachelors,Woman,Owner,Single,1,0,Pacific,70000,Unknown,Win-back
12002,Bachelors,Woman,Owner,Single,1,0,Pacific,70000,Unknown,Win-back
19586,Bachelors,Man,Owner,Single,1,0,Pacific,70000,Unknown,Win-back
20258,Bachelors,Woman,Tenant,Single,1,0,Pacific,70000,Unknown,Win-back
11104,Bachelors,Man,Tenant,Married,1,0,Pacific,70000,Unknown,Win-back
23433,Bachelors,Man,Tenant,Single,1,0,Pacific,70000,Unknown,Win-back
23534,Bachelors,Woman,Tenant,Single,1,0,Pacific,70000,Unknown,Win-back
18260,Bachelors,Woman,Tenant,Single,1,0,Pacific,70000,Unknown,Win-back
17079,Bachelors,Woman,Tenant,Single,1,0,Pacific,70000,Unknown,Win-back
19609,Bachelors,Woman,Tenant,Single,1,0,Pacific,70000,Unknown,Win-back
16679,Bachelors,Woman,Tenant,Single,1,0,Pacific,70000,Unknown,Win-back
19611,Bachelors,Woman,Tenant,Single,1,0,Pacific,70000,Unknown,Win-back
11103,Bachelors,Woman,Owner,Single,1,0,Pacific,70000,Unknown,Win-back
16696,Bachelors,Woman,Tenant,Single,1,0,Pacific,70000,Unknown,Win-back
11986,Bachelors,Man,Owner,Single,1,0,Pacific,70000,Unknown,Win-back
11105,Bachelors,Woman,Tenant,Single,1,0,Pacific,70000,Unknown,Win-back
17069,Bachelors,Woman,Tenant,Single,1,0,Pacific,70000,Unknown,Win-back
11917,Bachelors,Man,Owner,Single,1,0,Pacific,70000,Unknown,Win-back
18259,Bachelors,Woman,Tenant,Single,1,0,Pacific,70000,Unknown,Win-back
19612,Bachelors,Man,Tenant,Single,1,0,Pacific,70000,Unknown,Win-back
14063,Bachelors,Woman,Tenant,Single,1,0,Pacific,70000,Unknown,Win-back
11003,Bachelors,Woman,Tenant,Single,1,0,Pacific,70000,Unknown,Win-back
19595,Bachelors,Man,Tenant,Single,1,0,Pacific,70000,Unknown,Win-back
12003,Bachelors,Woman,Owner,Single,1,0,Pacific,70000,Unknown,Win-back
25133,Bachelors,Woman,Owner,Single,1,0,Pacific,70000,Unknown,Win-back
23434,Bachelors,Woman,Owner,Single,1,0,Pacific,70000,Unknown,Win-back
11106,Bachelors,Man,Tenant,Single,1,0,Pacific,70000,Unknown,Win-back
14062,Bachelors,Woman,Owner,Single,1,0,Pacific,70000,Unknown,Win-back
23435,Bachelors,Woman,Tenant,Single,1,0,Pacific,70000,Unknown,Win-back
18300,Partial College,Woman,Owner,Married,1,0,Pacific,60000,Moderate,Win-back
14316,Partial College,Man,Owner,Married,1,0,Pacific,60000,Moderate,Warm High Value
18727,Partial College,Woman,Owner,Single,1,0,Pacific,60000,Moderate,Active
21985,Partial College,Man,Owner,Married,1,0,Pacific,60000,Moderate,Warm High Value
23541,Partial College,Woman,Tenant,Single,1,0,Pacific,60000,Moderate,Win-back
11993,Partial College,Woman,Tenant,Single,1,0,Pacific,60000,Moderate,Best
11998,Partial College,Woman,Owner,Married,1,0,Pacific,60000,Moderate,Win-back
26750,Partial College,Man,Tenant,Single,1,0,Pacific,60000,Moderate,Warm High Value
22939,Partial College,Woman,Owner,Single,1,0,Pacific,60000,Moderate,Best
21200,Partial College,Woman,Owner,Single,1,0,Pacific,60000,Moderate,Warm High Value
29311,Partial College,Woman,Owner,Single,1,0,Pacific,60000,Moderate,Warm
26747,Partial College,Woman,Tenant,Single,1,0,Pacific,60000,Moderate,Warm High Value
14313,Partial College,Man,Owner,Married,1,0,Pacific,60000,Moderate,Active
26754,Partial College,Woman,Owner,Single,1,0,Pacific,60000,Moderate,Warm
15232,Partial College,Man,Owner,Single,1,0,Pacific,60000,Moderate,Cold
26751,Partial College,Woman,Owner,Single,1,0,Pacific,60000,Moderate,Warm High Value
11999,Partial College,Man,Owner,Married,1,0,Pacific,60000,Moderate,Win-back
16703,Partial College,Woman,Owner,Married,1,0,Pacific,60000,Moderate,Win-back
16692,Partial College,Man,Owner,Married,1,0,Pacific,60000,Moderate,Cold
11997,Partial College,Woman,Owner,Married,1,0,Pacific,60000,Moderate,Win-back
17310,Partial College,Man,Owner,Married,1,0,Pacific,60000,Moderate,Win-back
19620,Partial College,Man,Owner,Single,1,0,Pacific,60000,Moderate,Win-back
20249,Partial College,Woman,Owner,Single,1,0,Pacific,60000,Moderate,Win-back
14055,Partial College,Man,Owner,Married,1,0,Pacific,60000,Moderate,Best
29294,Partial College,Woman,Tenant,Single,1,0,Pacific,60000,Moderate,Warm
19615,Partial College,Man,Owner,Single,1,0,Pacific,60000,Moderate,Win-back
11097,Partial College,Man,Owner,Married,1,0,Pacific,60000,Moderate,Win-back
15229,Partial College,Man,Owner,Married,1,0,Pacific,60000,Moderate,Active High Value
27714,Partial College,Man,Tenant,Married,1,0,Pacific,60000,Moderate,Novice
14056,Partial College,Man,Owner,Married,1,0,Pacific,60000,Moderate,Active
26753,Partial College,Woman,Tenant,Single,1,0,Pacific,60000,Moderate,Warm
26764,Partial College,Man,Owner,Married,1,0,Pacific,60000,Moderate,Warm High Value
22938,Partial College,Man,Owner,Married,1,0,Pacific,60000,Moderate,Best
20260,Partial College,Man,Owner,Single,1,0,Pacific,60000,Moderate,Win-back
28321,Partial College,Man,Tenant,Married,1,0,Pacific,60000,Moderate,Cold
27712,Partial College,Woman,Tenant,Married,1,0,Pacific,60000,Moderate,Novice
17316,Partial College,Man,Owner,Married,1,0,Pacific,60000,Moderate,Warm
23529,Partial College,Woman,Tenant,Single,1,0,Pacific,60000,Moderate,Win-back
27697,Partial College,Man,Owner,Married,1,0,Pacific,60000,Moderate,Novice
13112,Partial College,Woman,Owner,Single,1,0,Pacific,60000,Moderate,Best
18281,Partial College,Woman,Tenant,Single,1,0,Pacific,60000,Moderate,Warm High Value
11100,Partial College,Woman,Owner,Single,1,0,Pacific,60000,Moderate,Win-back
21206,Partial College,Man,Owner,Single,1,0,Pacific,60000,Moderate,Win-back
13111,Partial College,Woman,Owner,Single,1,0,Pacific,60000,Moderate,Best
11110,Partial College,Man,Owner,Married,1,0,Pacific,60000,Moderate,Win-back
16702,Partial College,Woman,Owner,Married,1,0,Pacific,60000,Moderate,Win-back
18279,Partial College,Woman,Owner,Single,1,0,Pacific,60000,Moderate,Active
26761,Partial College,Woman,Owner,Married,1,0,Pacific,60000,Moderate,Warm High Value
22004,Partial College,Woman,Owner,Married,1,0,Pacific,60000,Moderate,Warm High Value
19599,Partial College,Man,Tenant,Married,1,0,Pacific,60000,Moderate,Win-back
24478,Partial College,Woman,Owner,Single,1,0,Pacific,60000,Moderate,Cold
29313,Partial College,Man,Owner,Married,1,0,Pacific,60000,Moderate,Warm
29299,Partial College,Woman,Owner,Married,1,0,Pacific,60000,Moderate,Warm
28320,Partial College,Woman,Owner,Single,1,0,Pacific,60000,Moderate,Cold
22936,Partial College,Woman,Tenant,Single,1,0,Pacific,60000,Moderate,Active High Value
22942,Partial College,Woman,Owner,Married,1,0,Pacific,60000,Moderate,Best
16687,Partial College,Man,Tenant,Single,1,0,Pacific,60000,Moderate,Win-back
11992,Partial College,Woman,Owner,Single,1,0,Pacific,60000,Moderate,Best
17315,Partial College,Woman,Owner,Married,1,0,Pacific,60000,Moderate,Win-back
29297,Partial College,Woman,Tenant,Single,1,0,Pacific,60000,Moderate,Warm
13118,Partial College,Woman,Owner,Married,1,0,Pacific,60000,Moderate,Best
18280,Partial College,Man,Owner,Married,1,0,Pacific,60000,Moderate,Active
25222,Partial College,Woman,Tenant,Single,1,0,Pacific,60000,Moderate,Cold
21196,Partial College,Woman,Owner,Married,1,0,Pacific,60000,Moderate,Cold
29314,Partial College,Woman,Owner,Married,1,0,Pacific,60000,Moderate,Warm
28317,Partial College,Man,Tenant,Married,1,0,Pacific,60000,Moderate,Cold
26142,Partial College,Man,Owner,Married,1,0,Pacific,60000,Moderate,Warm
27713,Partial College,Woman,Owner,Single,1,0,Pacific,60000,Moderate,Active High Value
15217,Partial College,Man,Owner,Single,1,0,Pacific,60000,Moderate,Active
23532,Partial College,Man,Owner,Married,1,0,Pacific,60000,Moderate,Win-back
20264,Partial College,Man,Owner,Single,1,0,Pacific,60000,Moderate,Win-back
26154,Partial College,Man,Owner,Married,1,0,Pacific,60000,Moderate,Warm High Value
27702,Partial College,Man,Owner,Single,1,0,Pacific,60000,Moderate,Active High Value
19601,Partial College,Man,Owner,Married,1,0,Pacific,60000,Moderate,Win-back
24465,Partial College,Woman,Owner,Married,1,0,Pacific,60000,Moderate,Win-back
21984,Partial College,Woman,Owner,Single,1,0,Pacific,60000,Moderate,Warm High Value
26746,Partial College,Woman,Tenant,Single,1,0,Pacific,60000,Moderate,Warm
28319,Partial College,Woman,Tenant,Single,1,0,Pacific,60000,Moderate,Cold
20248,Partial College,Woman,Owner,Married,1,0,Pacific,60000,Moderate,Active
28324,Partial College,Man,Owner,Married,1,0,Pacific,60000,Moderate,Cold
16693,Partial College,Man,Owner,Married,1,0,Pacific,60000,Moderate,Win-back
16688,Partial College,Woman,Tenant,Single,1,0,Pacific,60000,Moderate,Win-back
26153,Partial College,Woman,Owner,Married,1,0,Pacific,60000,Moderate,Warm
12005,Partial College,Man,Owner,Married,1,0,Pacific,60000,Moderate,Win-back
24467,Partial College,Woman,Tenant,Single,1,0,Pacific,60000,Moderate,Cold
12007,Partial College,Woman,Owner,Married,1,0,Pacific,60000,Moderate,Warm High Value
11098,Partial College,Woman,Tenant,Single,1,0,Pacific,60000,Moderate,Warm High Value
27701,Partial College,Man,Owner,Married,1,0,Pacific,60000,Moderate,Novice
22958,Partial College,Woman,Tenant,Single,1,0,Pacific,60000,Moderate,Active High Value
18739,Partial College,Woman,Owner,Married,1,0,Pacific,60000,Moderate,Win-back
15213,Partial College,Woman,Owner,Married,1,0,Pacific,60000,Moderate,Active High Value
21199,Partial College,Woman,Owner,Single,1,0,Pacific,60000,Moderate,Warm High Value
19616,Partial College,Woman,Owner,Married,1,0,Pacific,60000,Moderate,Win-back
16694,Partial College,Woman,Owner,Married,1,0,Pacific,60000,Moderate,Warm High Value
15787,Partial College,Woman,Owner,Single,1,0,Pacific,60000,Moderate,Active
14054,Partial College,Man,Owner,Married,1,0,Pacific,60000,Moderate,Active
15211,Partial College,Man,Tenant,Single,1,0,Pacific,60000,Moderate,Active High Value
27715,Partial College,Woman,Owner,Single,1,0,Pacific,60000,Moderate,Novice
20240,Partial College,Woman,Owner,Married,1,0,Pacific,60000,Moderate,Warm
15791,Partial College,Woman,Owner,Married,1,0,Pacific,60000,Moderate,Active
16689,Partial College,Man,Owner,Married,1,0,Pacific,60000,Moderate,Cold
21221,Partial College,Man,Owner,Married,1,0,Pacific,60000,Moderate,Cold
22959,Partial College,Woman,Tenant,Single,1,0,Pacific,60000,Moderate,Active High Value
21222,Partial College,Man,Owner,Married,1,0,Pacific,60000,Moderate,Warm High Value
20241,Partial College,Man,Tenant,Married,1,0,Pacific,60000,Moderate,Win-back
26763,Partial College,Man,Owner,Married,1,0,Pacific,60000,Moderate,Warm
23528,Partial College,Man,Owner,Married,1,0,Pacific,60000,Moderate,Warm
19605,Partial College,Man,Owner,Married,1,0,Pacific,60000,Moderate,Win-back
14306,Partial College,Man,Owner,Married,1,0,Pacific,60000,Moderate,Warm High Value
26752,Partial College,Man,Owner,Married,1,0,Pacific,60000,Moderate,Warm High Value
11995,Partial College,Man,Owner,Married,1,0,Pacific,60000,Moderate,Best
15792,Partial College,Man,Owner,Married,1,0,Pacific,60000,Moderate,Win-back
14307,Partial College,Man,Owner,Married,1,0,Pacific,60000,Moderate,Win-back
29298,Partial College,Woman,Owner,Single,1,0,Pacific,60000,Moderate,Warm
21982,Partial College,Woman,Owner,Married,1,0,Pacific,60000,Moderate,Warm High Value
21996,Partial College,Woman,Owner,Married,1,0,Pacific,60000,Moderate,Warm High Value
21986,Partial College,Woman,Owner,Single,1,0,Pacific,60000,Moderate,Warm High Value
11996,Partial College,Woman,Owner,Single,1,0,Pacific,60000,Moderate,Win-back
20252,Partial College,Man,Owner,Married,1,0,Pacific,60000,Moderate,Warm
25235,Partial College,Woman,Owner,Married,1,0,Pacific,60000,Moderate,Win-back
24484,Partial College,Man,Owner,Married,1,0,Pacific,60000,Moderate,Cold
22943,Partial College,Man,Tenant,Single,1,0,Pacific,60000,Moderate,Active High Value
25221,Partial College,Woman,Owner,Single,1,0,Pacific,60000,Moderate,Win-back
15790,Partial College,Man,Owner,Single,1,0,Pacific,60000,Moderate,Win-back
18729,Partial College,Man,Owner,Single,1,0,Pacific,60000,Moderate,Win-back
18278,Partial College,Man,Owner,Married,1,0,Pacific,60000,Moderate,Win-back
17329,Partial College,Woman,Owner,Married,1,0,Pacific,60000,Moderate,Win-back
21983,Partial College,Man,Owner,Married,1,0,Pacific,60000,Moderate,Warm High Value
14312,Partial College,Woman,Owner,Married,1,0,Pacific,60000,Moderate,Win-back
14066,Partial College,Woman,Owner,Single,1,0,Pacific,60000,Moderate,Win-back
13110,Partial College,Man,Owner,Married,1,0,Pacific,60000,Moderate,Best
24466,Partial College,Woman,Owner,Married,1,0,Pacific,60000,Moderate,Cold
20261,Partial College,Woman,Owner,Married,1,0,Pacific,60000,Moderate,Win-back
18285,Partial College,Man,Owner,Married,1,0,Pacific,60000,Moderate,Win-back
11111,Partial College,Woman,Owner,Married,1,0,Pacific,60000,Moderate,Win-back
11112,Partial College,Woman,Owner,Married,1,0,Pacific,60000,Moderate,Warm High Value
24477,Partial College,Man,Owner,Single,1,0,Pacific,60000,Moderate,Win-back
18286,Partial College,Woman,Owner,Married,1,0,Pacific,60000,Moderate,Active
22935,Partial College,Woman,Tenant,Single,1,0,Pacific,60000,Moderate,Active High Value
28328,Partial College,Man,Owner,Married,1,0,Pacific,80000,High,Novice
14325,Partial College,Woman,Owner,Single,1,0,Pacific,70000,Unknown,Warm High Value
18309,Partial College,Woman,Owner,Single,1,0,Pacific,70000,Unknown,Win-back
18747,Partial College,Woman,Tenant,Single,1,0,Pacific,70000,Unknown,Win-back
13135,Partial College,Man,Owner,Single,1,0,Pacific,80000,High,Best
18275,Partial College,Woman,Tenant,Single,1,0,Pacific,70000,Unknown,Win-back
15239,Partial College,Man,Owner,Married,1,0,Pacific,70000,Unknown,Win-back
26166,Partial College,Man,Tenant,Married,1,0,Pacific,80000,High,Novice
15785,Partial College,Man,Owner,Single,1,0,Pacific,70000,Unknown,Warm High Value
27722,Partial College,Man,Tenant,Married,1,0,Pacific,80000,High,Warm
26160,Partial College,Man,Owner,Married,1,0,Pacific,70000,Unknown,Warm High Value
21226,Partial College,Man,Tenant,Single,1,0,Pacific,80000,High,Warm High Value
14047,Partial College,Woman,Tenant,Single,1,0,Pacific,70000,Unknown,Win-back
16712,Partial College,Woman,Tenant,Single,1,0,Pacific,70000,Unknown,Win-back
26742,Partial College,Man,Owner,Married,1,0,Pacific,70000,Unknown,Warm
14326,Partial College,Man,Owner,Single,1,0,Pacific,70000,Unknown,Warm High Value
25249,Partial College,Woman,Tenant,Single,1,0,Pacific,70000,Unknown,Win-back
14301,Partial College,Man,Owner,Married,1,0,Pacific,70000,Unknown,Warm High Value
27721,Partial College,Man,Owner,Married,1,0,Pacific,80000,High,Warm
17333,Partial College,Woman,Owner,Single,1,0,Pacific,70000,Unknown,Warm
18746,Partial College,Man,Tenant,Single,1,0,Pacific,70000,Unknown,Win-back
11094,Partial College,Man,Tenant,Single,1,0,Pacific,70000,Unknown,Active
13139,Partial College,Woman,Tenant,Single,1,0,Pacific,70000,Unknown,Best
26159,Partial College,Woman,Owner,Single,1,0,Pacific,70000,Unknown,Warm
18308,Partial College,Woman,Owner,Single,1,0,Pacific,70000,Unknown,Win-back
11118,Partial College,Man,Tenant,Single,1,0,Pacific,80000,High,Active
14323,Partial College,Man,Tenant,Single,1,0,Pacific,70000,Unknown,Warm High Value
14072,Partial College,Man,Owner,Married,1,0,Pacific,80000,High,Win-back
18307,Partial College,Woman,Owner,Single,1,0,Pacific,70000,Unknown,Win-back
18304,Partial College,Woman,Owner,Single,1,0,Pacific,70000,Unknown,Active
11125,Partial College,Woman,Owner,Single,1,0,Pacific,70000,Unknown,Win-back
19630,Partial College,Woman,Owner,Married,1,0,Pacific,80000,High,Win-back
25251,Partial College,Woman,Owner,Single,1,0,Pacific,70000,Unknown,Novice
25252,Partial College,Man,Tenant,Single,1,0,Pacific,80000,High,Win-back
25250,Partial College,Man,Tenant,Single,1,0,Pacific,70000,Unknown,Win-back
18745,Partial College,Woman,Owner,Married,1,0,Pacific,70000,Unknown,Active
19624,Partial College,Man,Owner,Married,1,0,Pacific,70000,Unknown,Active
11988,Partial College,Woman,Owner,Single,1,0,Pacific,70000,Unknown,Win-back
11124,Partial College,Man,Owner,Single,1,0,Pacific,80000,High,Win-back
26165,Partial College,Woman,Owner,Married,1,0,Pacific,70000,Unknown,Warm High Value
19629,Partial College,Woman,Owner,Married,1,0,Pacific,70000,Unknown,Cold
14302,Partial College,Woman,Owner,Single,1,0,Pacific,70000,Unknown,Warm High Value
24459,Partial College,Woman,Tenant,Single,1,0,Pacific,70000,Unknown,Warm High Value
17334,Partial College,Man,Tenant,Married,1,0,Pacific,70000,Unknown,Active High Value
15786,Partial College,Man,Owner,Married,1,0,Pacific,70000,Unknown,Best
15238,Partial College,Man,Owner,Married,1,0,Pacific,70000,Unknown,Warm
26767,Partial College,Woman,Tenant,Single,1,0,Pacific,70000,Unknown,Win-back
22932,Partial College,Man,Tenant,Single,1,0,Pacific,70000,Unknown,Win-back
11095,Partial College,Man,Owner,Single,1,0,Pacific,70000,Unknown,Win-back
22966,Partial College,Woman,Tenant,Single,1,0,Pacific,80000,High,Win-back
11990,Partial College,Woman,Owner,Single,1,0,Pacific,70000,Unknown,Win-back
23545,Partial College,Woman,Tenant,Single,1,0,Pacific,70000,Unknown,Win-back
11989,Partial College,Woman,Owner,Single,1,0,Pacific,70000,Unknown,Win-back
12010,Partial College,Man,Owner,Married,1,0,Pacific,80000,High,Win-back
26138,Partial College,Woman,Owner,Married,1,0,Pacific,70000,Unknown,Warm
19625,Partial College,Man,Owner,Single,1,0,Pacific,70000,Unknown,Win-back
14324,Partial College,Woman,Owner,Single,1,0,Pacific,70000,Unknown,Warm High Value
19628,Partial College,Woman,Tenant,Single,1,0,Pacific,70000,Unknown,Win-back
12009,Partial College,Woman,Owner,Single,1,0,Pacific,80000,High,Win-back
11406,Partial College,Woman,Owner,Married,1,0,Europe,20000,Low,Win-back
20850,Partial College,Man,Tenant,Married,1,0,Europe,20000,Low,Win-back
14138,Partial College,Man,Owner,Single,1,0,Europe,20000,Low,Win-back
27895,Partial College,Man,Tenant,Single,1,0,Europe,20000,Low,Novice
24017,Partial College,Woman,Owner,Single,1,0,Europe,20000,Low,Warm
15055,Partial College,Man,Owner,Married,1,0,Europe,20000,Low,Win-back
17758,Partial College,Woman,Tenant,Married,1,0,Europe,20000,Low,Cold
12599,Partial College,Woman,Owner,Married,1,0,Europe,20000,Low,Win-back
11407,Partial College,Man,Owner,Married,1,0,Europe,20000,Low,Cold
25583,Partial College,Woman,Tenant,Single,1,0,Europe,20000,Low,Novice
12626,Partial College,Woman,Owner,Married,1,0,Europe,20000,Low,Active
19281,Partial College,Woman,Owner,Single,1,0,Europe,20000,Low,Cold
17763,Partial College,Woman,Tenant,Single,1,0,Europe,20000,Low,Warm
17816,Partial College,Woman,Owner,Single,1,0,Europe,20000,Low,Cold
16571,Partial College,Woman,Owner,Married,1,0,Europe,20000,Low,Active
21012,Partial College,Woman,Owner,Married,1,0,Europe,20000,Low,Cold
17961,Partial College,Woman,Tenant,Single,1,0,Europe,20000,Low,Warm
21085,Partial College,Woman,Owner,Married,1,0,Europe,20000,Low,Novice
27894,Partial College,Man,Owner,Single,1,0,Europe,20000,Low,Warm
15672,Partial College,Man,Owner,Single,1,0,Europe,20000,Low,Novice
12611,Partial College,Man,Owner,Single,1,0,Europe,20000,Low,Active
25607,Partial College,Woman,Tenant,Single,1,0,Europe,20000,Low,Cold
17757,Partial College,Man,Owner,Single,1,0,Europe,20000,Low,Warm High Value
24029,Partial College,Woman,Owner,Single,1,0,Europe,20000,Low,Active
21044,Partial College,Man,Owner,Married,1,0,Europe,20000,Low,Win-back
19443,Partial College,Man,Owner,Married,1,0,Europe,20000,Low,Win-back
26844,Partial College,Woman,Tenant,Single,1,0,Europe,20000,Low,Novice
25483,Partial College,Man,Tenant,Single,1,0,Europe,20000,Low,Active
24214,Partial College,Woman,Owner,Single,1,0,Europe,20000,Low,Warm
28502,Partial College,Woman,Tenant,Single,1,0,Europe,20000,Low,Cold
28501,Partial College,Man,Tenant,Single,1,0,Europe,20000,Low,Cold
20857,Partial College,Man,Tenant,Single,1,0,Europe,20000,Low,Warm
21042,Partial College,Man,Owner,Married,1,0,Europe,20000,Low,Warm
12275,Partial College,Woman,Owner,Single,1,0,Europe,20000,Low,Win-back
20837,Partial College,Man,Owner,Married,1,0,Europe,20000,Low,Win-back
22425,Partial College,Man,Tenant,Single,1,0,Europe,20000,Low,Warm
20835,Partial College,Man,Owner,Married,1,0,Europe,20000,Low,Cold
19274,Partial College,Woman,Owner,Married,1,0,Europe,20000,Low,Warm High Value
17928,Partial College,Man,Owner,Married,1,0,Europe,20000,Low,Win-back
15671,Partial College,Man,Tenant,Single,1,0,Europe,20000,Low,Cold
26946,Partial College,Man,Owner,Single,1,0,Europe,20000,Low,Cold
15057,Partial College,Woman,Owner,Single,1,0,Europe,20000,Low,Warm
17752,Partial College,Woman,Owner,Married,1,0,Europe,20000,Low,Cold
19423,Partial College,Woman,Tenant,Single,1,0,Europe,20000,Low,Win-back
24021,Partial College,Man,Tenant,Single,1,0,Europe,20000,Low,Warm
22607,Partial College,Woman,Tenant,Single,1,0,Europe,20000,Low,Cold
17940,Partial College,Man,Owner,Married,1,0,Europe,20000,Low,Win-back
22421,Partial College,Woman,Tenant,Single,1,0,Europe,20000,Low,Cold
24188,Partial College,Man,Owner,Single,1,0,Europe,20000,Low,Cold
24018,Partial College,Woman,Owner,Single,1,0,Europe,20000,Low,Warm
20836,Partial College,Man,Owner,Married,1,0,Europe,20000,Low,Win-back
12283,Partial College,Man,Owner,Single,1,0,Europe,20000,Low,Win-back
16556,Partial College,Woman,Tenant,Single,1,0,Europe,20000,Low,Cold
17750,Partial College,Woman,Owner,Married,1,0,Europe,20000,Low,Win-back
24019,Partial College,Woman,Tenant,Married,1,0,Europe,20000,Low,Cold
12617,Partial College,Man,Tenant,Married,1,0,Europe,20000,Low,Cold
24020,Partial College,Man,Tenant,Single,1,0,Europe,20000,Low,Cold
22612,Partial College,Man,Tenant,Single,1,0,Europe,20000,Low,Cold
15660,Partial College,Woman,Owner,Married,1,0,Europe,20000,Low,Best
16564,Partial College,Woman,Owner,Single,1,0,Europe,20000,Low,Cold
22434,Partial College,Man,Tenant,Single,1,0,Europe,20000,Low,Warm
27909,Partial College,Woman,Tenant,Single,1,0,Europe,20000,Low,Warm
27133,Partial College,Man,Tenant,Married,1,0,Europe,20000,Low,Warm
25590,Partial College,Woman,Tenant,Single,1,0,Europe,20000,Low,Novice
28489,Partial College,Man,Tenant,Single,1,0,Europe,20000,Low,Cold
28698,Partial College,Woman,Owner,Single,1,0,Europe,20000,Low,Warm
21086,Partial College,Woman,Owner,Married,1,0,Europe,20000,Low,Cold
24037,Partial College,Man,Tenant,Single,1,0,Europe,20000,Low,Novice
24031,Partial College,Woman,Tenant,Married,1,0,Europe,20000,Low,Cold
24197,Partial College,Woman,Tenant,Single,1,0,Europe,20000,Low,Warm
27121,Partial College,Woman,Tenant,Single,1,0,Europe,20000,Low,Cold
26956,Partial College,Woman,Tenant,Single,1,0,Europe,20000,Low,Cold
11381,Partial College,Woman,Owner,Married,1,0,Europe,20000,Low,Win-back
17759,Partial College,Man,Tenant,Single,1,0,Europe,20000,Low,Cold
14146,Partial College,Woman,Owner,Married,1,0,Europe,20000,Low,Warm High Value
21032,Partial College,Man,Owner,Single,1,0,Europe,20000,Low,Warm
25606,Partial College,Woman,Owner,Single,1,0,Europe,20000,Low,Cold
17929,Partial College,Man,Owner,Married,1,0,Europe,20000,Low,Win-back
17969,Partial College,Man,Owner,Married,1,0,Europe,20000,Low,Warm High Value
26947,Partial College,Woman,Tenant,Single,1,0,Europe,20000,Low,Cold
18002,Partial College,Woman,Owner,Married,1,0,Europe,20000,Low,Warm
24023,Partial College,Woman,Tenant,Single,1,0,Europe,20000,Low,Warm
19422,Partial College,Woman,Tenant,Single,1,0,Europe,20000,Low,Win-back
19431,Partial College,Woman,Tenant,Single,1,0,Europe,20000,Low,Warm
11397,Partial College,Woman,Tenant,Single,1,0,Europe,20000,Low,Cold
22438,Partial College,Man,Tenant,Single,1,0,Europe,20000,Low,Cold
22604,Partial College,Man,Owner,Single,1,0,Europe,20000,Low,Active High Value
22456,Partial College,Woman,Tenant,Single,1,0,Europe,20000,Low,Warm
24202,Partial College,Woman,Tenant,Single,1,0,Europe,20000,Low,Cold
26937,Partial College,Woman,Tenant,Single,1,0,Europe,20000,Low,Cold
28499,Partial College,Woman,Owner,Single,1,0,Europe,20000,Low,Cold
29395,Partial College,Woman,Tenant,Single,1,0,Europe,20000,Low,Novice
22605,Partial College,Man,Tenant,Single,1,0,Europe,20000,Low,Novice
28490,Partial College,Woman,Tenant,Single,1,0,Europe,20000,Low,Cold
19296,Partial College,Man,Tenant,Single,1,0,Europe,20000,Low,Active High Value
29477,Partial College,Man,Tenant,Married,1,0,Europe,20000,Low,Cold
12266,Partial College,Woman,Owner,Married,1,0,Europe,20000,Low,Win-back
14137,Partial College,Woman,Owner,Married,1,0,Europe,20000,Low,Win-back
19280,Partial College,Man,Owner,Married,1,0,Europe,20000,Low,Active High Value
14156,Partial College,Man,Tenant,Single,1,0,Europe,20000,Low,Active
15060,Partial College,Man,Owner,Single,1,0,Europe,20000,Low,Novice
16546,Partial College,Man,Owner,Married,1,0,Europe,20000,Low,Active High Value
15054,Partial College,Man,Owner,Single,1,0,Europe,20000,Low,Win-back
22423,Partial College,Man,Tenant,Single,1,0,Europe,20000,Low,Cold
28500,Partial College,Man,Tenant,Single,1,0,Europe,20000,Low,Cold
24030,Partial College,Woman,Tenant,Single,1,0,Europe,20000,Low,Cold
15659,Partial College,Woman,Owner,Married,1,0,Europe,20000,Low,Warm High Value
21027,Partial College,Man,Tenant,Single,1,0,Europe,20000,Low,Win-back
20163,Partial College,Woman,Owner,Married,1,0,Europe,20000,Low,Win-back
24022,Partial College,Man,Tenant,Married,1,0,Europe,20000,Low,Warm
17941,Partial College,Man,Owner,Married,1,0,Europe,20000,Low,Warm High Value
